region_id	element_class	assembly	interval	orthology_status	evidence_status	effect_id	outcome	evidence_layer	source_id	species	value	unit	tested_interval	limitation	evidence_family_id	source_interval_ids	donor_ids	support_status
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	EP300	ENCFF474ZLP	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR580XUK	ENCFF474ZLP:chr17:15261943-15263684	ENCDO845WKR	observed_peak_overlap
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	EP300	ENCFF474ZLP	human bulk tibial nerve	4	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR580XUK	ENCFF474ZLP:chr17:15377345-15378053;ENCFF474ZLP:chr17:15384102-15384486;ENCFF474ZLP:chr17:15399177-15399681;ENCFF474ZLP:chr17:15409580-15410272	ENCDO845WKR	observed_peak_overlap
PMP22_INTRONIC	intronic_enhancer	GRCh38	chr17:15247916-15248159	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_INTRONIC_TRANSGENE	intronic_transgene	GRCh38	chr17:15246922-15248569	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_P2_REPORTER	promoter_reporter	GRCh38	chr17:15262455-15262891	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_DISTAL_A	distal_enhancer	GRCh38	chr17:15409812-15410108	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_DISTAL_B	distal_enhancer	GRCh38	chr17:15405970-15406367	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_DISTAL_C	distal_enhancer	GRCh38	chr17:15377645-15378054	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_P1	promoter_first_exon	GRCh38	chr17:15265153-15265360	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	DNase-seq	ENCFF095QHF	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR401ESD		ENCDO271OUW	not_detected_in_selected_file
PMP22_INTRONIC	intronic_enhancer	GRCh38	chr17:15247916-15248159	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ	ENCFF831KJJ:chr17:15247983-15248453	ENCDO793LXB	observed_peak_overlap
PMP22_INTRONIC_TRANSGENE	intronic_transgene	GRCh38	chr17:15246922-15248569	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ	ENCFF831KJJ:chr17:15247983-15248453	ENCDO793LXB	observed_peak_overlap
PMP22_P2_REPORTER	promoter_reporter	GRCh38	chr17:15262455-15262891	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ	ENCFF831KJJ:chr17:15262322-15262792	ENCDO793LXB	observed_peak_overlap
PMP22_DISTAL_A	distal_enhancer	GRCh38	chr17:15409812-15410108	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_B	distal_enhancer	GRCh38	chr17:15405970-15406367	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_C	distal_enhancer	GRCh38	chr17:15377645-15378054	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ		ENCDO793LXB	not_detected_in_selected_file
PMP22_P1	promoter_first_exon	GRCh38	chr17:15265153-15265360	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ	ENCFF831KJJ:chr17:15265050-15265520	ENCDO793LXB	observed_peak_overlap
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ	ENCFF831KJJ:chr17:15262322-15262792	ENCDO793LXB	observed_peak_overlap
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	CTCF	ENCFF831KJJ	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR469POZ		ENCDO793LXB	not_detected_in_selected_file
PMP22_INTRONIC	intronic_enhancer	GRCh38	chr17:15247916-15248159	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK		ENCDO271OUW	not_detected_in_selected_file
PMP22_INTRONIC_TRANSGENE	intronic_transgene	GRCh38	chr17:15246922-15248569	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK		ENCDO271OUW	not_detected_in_selected_file
PMP22_P2_REPORTER	promoter_reporter	GRCh38	chr17:15262455-15262891	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15262300-15262904	ENCDO271OUW	observed_peak_overlap
PMP22_DISTAL_A	distal_enhancer	GRCh38	chr17:15409812-15410108	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15409687-15409909	ENCDO271OUW	observed_peak_overlap
PMP22_DISTAL_B	distal_enhancer	GRCh38	chr17:15405970-15406367	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK		ENCDO271OUW	not_detected_in_selected_file
PMP22_DISTAL_C	distal_enhancer	GRCh38	chr17:15377645-15378054	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	2	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15377323-15377793;ENCFF065MQK:chr17:15377607-15378077	ENCDO271OUW	observed_peak_overlap
PMP22_P1	promoter_first_exon	GRCh38	chr17:15265153-15265360	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	1	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15265088-15265558	ENCDO271OUW	observed_peak_overlap
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	2	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15262300-15262904;ENCFF065MQK:chr17:15263176-15263646	ENCDO271OUW	observed_peak_overlap
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	POLR2A	ENCFF065MQK	human bulk tibial nerve	3	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR154GUK	ENCFF065MQK:chr17:15377323-15377793;ENCFF065MQK:chr17:15377607-15378077;ENCFF065MQK:chr17:15409687-15409909	ENCDO271OUW	observed_peak_overlap
PMP22_INTRONIC	intronic_enhancer	GRCh38	chr17:15247916-15248159	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_INTRONIC_TRANSGENE	intronic_transgene	GRCh38	chr17:15246922-15248569	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_P2_REPORTER	promoter_reporter	GRCh38	chr17:15262455-15262891	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_A	distal_enhancer	GRCh38	chr17:15409812-15410108	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_B	distal_enhancer	GRCh38	chr17:15405970-15406367	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_C	distal_enhancer	GRCh38	chr17:15377645-15378054	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_P1	promoter_first_exon	GRCh38	chr17:15265153-15265360	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	H3K36me3	ENCFF425MZT	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR157ZVP		ENCDO793LXB	not_detected_in_selected_file
PMP22_INTRONIC	intronic_enhancer	GRCh38	chr17:15247916-15248159	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_INTRONIC_TRANSGENE	intronic_transgene	GRCh38	chr17:15246922-15248569	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_P2_REPORTER	promoter_reporter	GRCh38	chr17:15262455-15262891	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_A	distal_enhancer	GRCh38	chr17:15409812-15410108	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_B	distal_enhancer	GRCh38	chr17:15405970-15406367	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL_C	distal_enhancer	GRCh38	chr17:15377645-15378054	human_reference_remapped_reporter_evidence	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_P1	promoter_first_exon	GRCh38	chr17:15265153-15265360	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_P2	promoter_first_exon	GRCh38	chr17:15262428-15263190	annotated_human_first_exon_family	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
PMP22_DISTAL	distal_cluster_envelope	GRCh38	chr17:15377645-15410108	envelope_of_human_reporter_intervals_not_a_tested_human_deletion	measured		interval overlap or promoter initiation	H3K9me3	ENCFF671DNU	human bulk tibial nerve	0	unique peak intervals	observational reference overlap	Shared donors across assays; cell composition unresolved	ENCSR479GPU		ENCDO793LXB	not_detected_in_selected_file
